,is_active,brand,piracy,A_true,A_true,A_true,A_true,A_true,A_false,A_false,A_false,A_false,A_false,internal_B_true,internal_B_true,internal_B_true,internal_B_true,internal_B_true,external_B_true,external_B_true,external_B_true,external_B_true,external_B_true,B_true,B_true,B_true,B_true,B_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,external_C_true,external_C_true,external_C_true,external_C_true,external_C_true,C_true,C_true,C_true,C_true,C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,automatization_A,automatization_A,automatization_A,automatization_A,automatization_A,automatization_B,automatization_B,automatization_B,automatization_B,automatization_B,automatization_C,automatization_C,automatization_C,automatization_C,automatization_C
,unique,unique,unique,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4
contractid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,inactive,0,1,0.0,35.5,309.0,1518.0,23859.0,0.0,0.0,0.0,0.0,61.0,0.0,28.5,325.0,1454.5,23373.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,325.0,1454.5,23373.0,0.0,9.5,231.0,1323.0,21730.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,231.0,1323.0,21730.0,0.0,0.0172413793,1.5837178936000003,3.989552712600001,44.26345228480001,0.0,0.08620689655000001,1.9684810544999998,4.936504358999999,54.45925172199999,0.0,0.19945141065,3.2861239608,7.4213572488500015,80.4228260193,0.0,2.0,38.0,114.0,1304.0,0.0,0.5,17.0,55.75,702.5,0.0,0.0,0.0,0.0,5.0,0.0,5.5,272.0,821.0,9475.0,0.0,2.0,35.0,109.5,1261.0,0.0,1.0,16.0,50.75,673.5,0.0,0.0,0.0,1.5250000000000001,20.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,active,0,1,0.0,0.0,0.0,0.0,1238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,inactive,0,1,0.0,0.0,0.0,0.0,1679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0,0.0,0.0,0.0,1.0,1627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1627.0,0.0,0.0,0.0,0.0,2.0641999509000004,0.0,0.0,0.0,0.0,2.9691252144,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.5,766.0,0.0,0.0,0.0,2.5,779.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,7.0,896.0,0.0,0.0,0.0,2.5,749.0,0.0,0.0,0.0,1.5,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,inactive,0,1,0.0,1854.0,4481.0,8294.0,107651.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,120.0,360.0,4258.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,120.0,360.0,4258.0,0.0,34.0,153.0,380.5,4484.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,153.0,380.5,4484.0,0.0,0.0,0.0,1.2057387057,14.4244089239,0.0,0.0,0.9594017094000001,4.1697064374,44.846848902999994,0.0,0.0,1.427933178,5.727933178,58.6712509721,0.0,7.5,73.0,270.0,3028.0,0.0,8.0,64.0,223.0,2638.0,0.0,2.5,23.0,80.5,1136.0,0.0,12.5,119.0,412.5,5474.0,0.0,5.5,44.0,132.5,1689.0,0.0,5.5,41.0,95.75,1386.5,0.0,4.46,8.96,13.46,170.28000000000003,0.0,0.05,2.7,7.2,74.77000000000001,0.0,0.0,2.3400000000000003,6.69,69.35000000000001
405,inactive,1,0,67.0,149.0,231.0,446.0,959.0,0.0,0.0,0.0,1.0,2.0,27.0,88.0,149.0,255.0,537.0,0.0,0.0,0.0,3.0,6.0,33.0,94.0,155.0,261.0,555.0,65.0,117.0,169.0,237.0,539.0,0.0,0.0,0.0,2.5,5.0,70.0,122.0,174.0,242.0,554.0,0.0980392157,0.2730392157,0.44803921570000005,0.7930004560000001,1.6840401277000001,0.1960784314,0.4360784314,0.6760784314,1.1760784314000001,2.5482352942000004,0.6078431373000001,1.1078431373000002,1.6078431373000002,2.1078431373,4.823529411900001,16.0,25.5,35.0,52.0,120.0,17.0,27.0,37.0,54.0,125.0,2.0,5.5,9.0,13.0,28.0,24.0,43.0,62.0,88.5,201.0,7.0,14.5,22.0,37.0,81.0,7.0,15.5,24.0,38.5,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.09,0.135,0.27,0.0,0.0,0.0,0.0,0.0
406,inactive,1,0,127.0,432.0,817.0,1230.0,4590.0,1.0,4.0,14.0,325.0,1725.0,0.0,0.0,0.0,21.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,604.0,4.0,24.0,59.0,102.0,395.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,59.0,102.0,395.0,0.0,0.0,0.0,0.2666666667,1.0616352202,0.0,0.0,0.0,0.8679245283,2.7358490566,0.0,0.0,0.5,1.4811320755000001,4.462264151,0.0,39.0,91.0,159.0,561.0,0.0,39.0,91.5,152.5,549.0,0.0,27.0,69.0,121.0,449.0,0.0,45.0,108.0,201.0,671.0,0.0,9.0,18.0,45.0,169.0,0.0,4.0,14.0,41.5,153.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,active,1,0,49.0,531.5,1332.0,2458.75,35069.0,0.0,5.0,71.5,852.75,37579.0,1.0,240.75,691.0,1372.25,18977.0,0.0,0.0,0.0,0.75,134.0,1.0,245.75,705.0,1389.25,19459.0,11.0,159.25,554.0,1121.0,15642.0,0.0,0.0,0.5,10.25,218.0,12.0,164.25,565.0,1152.0,16055.0,0.0,0.0,0.0,0.23939424032499998,8.381403734,0.0,0.0,0.1805152395,1.4226313684,21.9886510778,0.0,0.047950089125,2.2168355380499998,5.8582762983249985,73.77366563409998,0.0,129.75,345.0,697.5,10512.0,0.0,93.5,254.5,476.0,7738.0,0.0,19.5,84.0,223.75,3568.0,0.0,265.0,1199.5,2519.25,34122.0,0.0,99.5,272.5,596.0,8947.0,0.0,45.25,168.5,364.75,5962.0,0.0,0.025,0.475,2.245,30.790000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
408,active,1,0,18.0,156.75,377.0,809.25,12007.0,5.0,56.5,144.5,307.75,4300.0,0.0,46.75,173.5,457.25,6653.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,173.5,457.25,6653.0,6.0,90.5,242.5,467.5,6953.0,0.0,0.0,0.0,0.0,0.0,6.0,90.5,242.5,467.5,6953.0,0.0,0.0,0.0,0.12366189722499998,2.9009183036999997,0.0,0.0,0.10625000000000001,0.5610888295,11.8558790801,0.0,0.12704632527499998,1.0820904641,3.414782771825,45.99391625689999,10.0,218.25,736.5,1574.0,21579.0,11.0,188.0,505.0,1060.25,15959.0,0.0,16.0,86.5,244.0,4105.0,21.0,440.5,1652.5,3690.0,49016.0,6.0,170.5,549.0,1232.5,17316.0,7.0,95.25,292.0,680.125,10844.5,0.0,0.0325,0.44,1.6724999999999999,22.96,0.0,0.0025,0.13,2.2199999999999998,32.69,0.0,0.0,0.0,0.0,0.0
409,inactive,1,0,211.0,462.0,734.0,1014.0,4331.0,1.0,15.0,32.0,56.0,198.0,0.0,3.0,8.0,36.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,36.0,148.0,1.0,2.0,6.0,14.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,14.0,58.0,0.0,0.0,0.0,0.04131520175,0.1302494511,0.0,0.0,0.2,0.4857142857,1.8380952381000002,0.0,0.5,1.5,2.5,8.0,14.0,29.0,51.0,91.0,355.0,16.0,32.0,50.0,90.0,357.0,3.0,8.0,23.0,63.0,239.0,16.0,49.0,85.0,125.0,479.0,13.0,27.0,42.0,70.0,298.0,10.0,25.0,42.0,70.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,active,1,0,0.0,21.25,140.0,629.75,9475.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,68.0,343.25,5726.0,0.0,0.0,0.0,0.0,11.0,0.0,1.5,75.5,354.25,5851.0,0.0,4.75,30.0,159.75,2795.0,0.0,0.0,0.0,0.0,12.0,0.0,4.75,33.0,166.75,2868.0,0.0,0.0,0.0,0.153367003375,7.2289042557,0.0,0.0,0.0,0.362643678225,12.8949832089,0.0,0.0,0.02,3.4020428421999998,42.6207916219,0.0,0.0,58.5,286.0,4716.0,0.0,0.0,63.0,236.25,4121.0,0.0,0.0,16.5,96.75,2508.0,0.0,0.0,105.0,637.75,8993.0,0.0,0.0,21.0,152.0,2641.0,0.0,0.0,16.5,130.5,2338.0,0.0,0.0,0.0,2.5450000000000004,34.35,0.0,0.0,0.0,2.6625,35.34,0.0,0.12,3.41,8.24,102.27999999999999
411,inactive,1,0,2.0,276.0,1434.0,3683.0,39271.0,0.0,3.0,1105.0,5570.0,56284.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,0.0,2.0,11.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4652406418,0.0,0.0,0.0,0.0,5.727272727300001,0.0,0.0,19.0,301.0,3528.0,0.0,0.0,19.0,299.5,3541.0,0.0,0.0,10.0,284.0,3205.0,0.0,0.0,21.0,361.0,4113.0,0.0,0.0,11.0,190.0,2465.0,0.0,0.0,11.0,187.5,2467.0,0.0,0.0,0.16,1.8,20.03,0.0,0.0,0.0,1.28,15.870000000000001,0.0,0.0,0.0,0.0,0.0
412,inactive,1,0,24.0,204.75,664.5,1545.0,26639.0,0.0,53.5,485.5,4767.25,60425.0,0.0,0.0,9.5,59.75,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,59.75,863.0,4.0,24.25,56.5,112.0,1366.0,0.0,0.0,0.0,0.0,0.0,4.0,24.25,56.5,112.0,1366.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,5.8653846152,0.0,3.0,203.0,690.0,8025.0,0.0,3.25,196.5,693.875,8173.0,0.0,0.75,103.0,492.25,5422.0,0.0,5.25,262.5,902.75,10615.0,0.0,1.75,128.5,523.5,5946.0,0.0,1.875,116.0,510.0,5790.5,0.0,0.12000000000000002,0.775,3.5725000000000007,37.94,0.0,0.08750000000000001,0.5050000000000001,2.7525000000000004,29.01,0.0,0.0,0.0,0.0,0.0
413,active,0,1,0.0,0.5,136.0,992.5,43671.0,0.0,0.0,0.0,0.0,706.0,0.0,0.5,126.0,935.5,43116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,126.0,935.5,43116.0,0.0,0.25,73.5,741.75,38205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,73.5,741.75,38205.0,0.0,0.0,0.33002621765,3.1971195437249995,39.69123289175,0.0,0.0,1.1797121112000002,5.405096482075,64.25162612710001,0.0,0.0,1.6800401979,6.669257154625,78.2358708466,0.0,0.0,22.0,63.25,1526.0,0.0,0.0,10.0,37.75,1093.0,0.0,0.0,0.0,0.0,464.0,0.0,0.0,116.5,464.5,7510.0,0.0,0.0,21.0,61.25,1503.0,0.0,0.0,8.75,33.25,1054.5,0.0,0.0,0.0,0.75,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,active,1,0,0.0,230.75,1483.5,4120.0,55191.0,0.0,34.25,203.0,555.5,7477.0,0.0,135.0,907.0,2215.5,31401.0,0.0,0.0,0.0,0.0,24.0,0.0,135.0,907.0,2220.0,31460.0,0.0,98.25,426.5,1655.0,24062.0,0.0,0.0,0.0,0.0,24.0,0.0,98.25,426.5,1659.25,24110.0,0.0,0.0,0.013157894750000001,0.5937853053,10.352681704299998,0.0,0.0,0.019736842100000002,1.1672943544749999,19.4239061537,0.0,0.0,0.11190476195,2.6152032754000003,34.536736046,0.0,11.5,184.0,555.75,8134.0,0.0,8.75,135.0,482.75,7328.5,0.0,1.5,25.0,95.5,2728.0,0.0,28.25,411.0,1278.5,16506.0,0.0,7.75,118.5,422.0,6561.0,0.0,4.25,79.5,350.75,5695.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0075,7.6899999999999995,0.0,0.4800000000000001,2.035,4.8875,67.34000000000002
415,active,1,0,20.0,541.25,1522.0,3048.75,43982.0,0.0,0.0,86.5,1529.25,21829.0,0.0,14.75,111.0,316.25,4092.0,0.0,0.0,0.0,0.0,40.0,0.0,16.75,115.0,320.25,4181.0,0.0,6.0,41.5,133.75,1948.0,0.0,0.0,0.0,0.75,41.0,0.0,7.25,50.0,143.75,2095.0,0.0,0.0,0.061972802625000004,1.4002341518,22.14070748385,0.0,0.0,0.525,3.792456188449999,48.582420591900004,0.0,0.4158834587,2.9637369940000005,8.1796460849,100.5337092733,0.0,29.25,151.0,352.25,4948.0,0.0,30.5,145.5,329.0,4729.5,0.0,5.5,55.0,148.5,2094.0,0.0,31.75,195.0,557.75,8113.0,0.0,10.25,55.5,160.5,2352.0,0.0,11.0,56.0,154.5,2268.5,0.0,0.1025,1.94,6.265000000000001,76.19999999999999,0.0,0.0,0.13,0.8025,11.030000000000001,0.0,0.0,0.0,0.0,0.0
416,inactive,1,0,51.0,170.0,379.5,691.0,2874.0,0.0,2.25,9.5,22.0,83.0,0.0,5.0,42.5,133.25,549.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.5,133.25,549.0,0.0,4.0,21.0,49.25,290.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,49.25,290.0,0.0,0.0,0.0,0.0,0.65625,0.0,0.0,0.07142857144999999,0.662087912125,2.7819368132999998,0.0,0.0,0.2857142857,1.20604395605,4.406593406600001,0.0,6.25,43.5,109.25,403.0,0.0,4.5,38.0,107.5,392.5,0.0,3.25,20.0,43.5,204.0,0.0,12.0,81.0,165.0,625.0,0.0,1.75,15.5,45.0,167.0,0.0,1.5,12.5,38.5,147.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,inactive,1,0,0.0,262.0,1783.0,9545.0,129545.0,0.0,3.0,31.0,14777.0,231591.0,0.0,80.0,576.0,1586.0,19524.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,576.0,1586.0,19524.0,0.0,208.0,609.0,1144.0,16438.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,609.0,1144.0,16438.0,0.0,0.0,0.0,0.2868478534,5.7650774677,0.0,0.0,0.0,0.7989823254,13.5394488848,0.0,0.0,0.3582107548,2.1460424801,31.2990141101,0.0,154.0,488.0,959.0,13697.0,0.0,127.0,377.0,785.0,11352.0,0.0,20.0,82.0,243.0,4173.0,0.0,258.0,1024.0,2349.0,30233.0,0.0,84.0,347.0,721.0,10525.0,0.0,69.0,260.0,582.0,8713.5,0.0,0.02,0.38,2.0900000000000003,26.700000000000003,0.0,0.0,0.0,0.07,9.620000000000001,0.0,0.02,1.6700000000000002,5.85,66.45
418,active,1,0,34.0,421.25,1309.0,3038.5,42964.0,0.0,33.25,289.5,1138.75,17455.0,0.0,0.0,126.0,494.75,9100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,494.75,9100.0,0.0,100.0,328.5,706.5,10142.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,328.5,706.5,10142.0,0.0,0.0,0.0,0.0,4.8839606883,0.0,0.0,0.02,1.2216399287500002,21.919979012600002,0.0,0.0,1.5006060606,5.12689762075,64.6608230228,0.0,100.75,354.0,729.0,10297.0,0.0,87.75,333.0,676.75,9387.0,0.0,21.75,113.5,276.5,4170.0,0.0,148.5,644.0,1510.5,21226.0,0.0,30.5,158.0,401.5,5618.0,0.0,21.75,100.0,259.25,3836.0,0.0,0.0,0.20500000000000002,2.7725,36.870000000000005,0.0,0.0,0.0,0.55,8.450000000000001,0.0,0.0,0.0,0.11,3.1699999999999995
419,inactive,0,1,0.0,0.0,0.0,2.5,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,66.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,active,1,0,1.0,49.0,438.5,1169.5,17592.0,0.0,0.0,0.0,17.25,4909.0,0.0,0.0,85.5,588.5,9551.0,0.0,0.0,0.0,0.75,251.0,0.0,0.0,85.5,612.0,9942.0,0.0,5.5,72.5,497.0,7561.0,0.0,0.0,0.0,7.0,259.0,0.0,5.5,107.0,541.0,8166.0,0.0,0.0,0.0,0.012287124625,1.1945890449,0.0,0.0,0.0,0.40538290745000005,10.4618488475,0.0,0.0,0.12018334605,2.1269426686,32.1964110161,0.0,78.75,295.0,937.5,13437.0,0.0,63.5,241.0,879.0,12633.5,0.0,17.0,82.0,336.25,6654.0,0.0,144.5,776.0,1982.0,25587.0,0.0,47.5,208.5,747.25,11105.0,0.0,36.0,166.0,693.5,10402.5,0.0,0.0,0.165,1.29,21.120000000000005,0.0,0.0,0.0,0.5925,19.68,0.0,0.0,0.0,0.0,0.0
424,inactive,1,0,67.0,203.0,339.0,887.0,1841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.505,1.01,0.0,0.395,0.79,1.29,2.58
425,inactive,1,0,5.0,49.25,138.0,305.0,2201.0,0.0,0.0,0.0,8.25,148.0,0.0,3.5,27.5,154.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,27.5,154.5,1250.0,0.0,24.0,72.0,219.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,72.0,219.0,1515.0,0.0,0.0,0.0,0.0,0.2826086957,0.0,0.0,0.0,0.31857142855,2.6655900619999997,0.0,0.137222222225,1.1233333333,2.8030693581499992,16.927832988099997,0.0,25.0,98.5,287.5,1803.0,0.0,24.25,87.5,283.5,1936.0,0.0,4.25,39.5,86.0,558.0,0.0,28.25,194.0,498.25,3091.0,0.0,18.5,67.0,163.5,1035.0,0.0,18.0,57.25,122.125,921.0,0.0,0.0,0.0,0.0825,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.1375000000000002,3.3,5.55,34.63
426,inactive,1,0,0.0,0.0,3.0,20.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,154.0,0.0,0.0,2.0,14.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,195.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.5,6.0,0.0,0.0,30.0,309.5,2139.0,0.0,0.0,30.0,317.0,2171.0,0.0,0.0,30.0,209.5,1668.0,0.0,0.0,30.0,369.0,2442.0,0.0,0.0,3.0,39.0,524.0,0.0,0.0,3.0,39.5,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,inactive,0,1,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,active,1,0,15.0,7595.5,20531.0,38623.75,563734.0,0.0,3787.75,10929.0,24152.0,447892.0,0.0,4001.5,10060.0,17240.25,252342.0,0.0,0.0,6.0,29.25,454.0,0.0,4049.5,10133.0,17331.75,253882.0,0.0,3087.25,7339.5,13596.0,199664.0,0.0,2.25,13.0,39.5,525.0,0.0,3094.75,7380.5,13661.75,200532.0,0.0,0.16323534037499998,0.740182644,1.7700975594000004,24.478559052700003,0.0,0.497058556025,1.8662781588500001,4.192267387725,56.0460035303,0.0,1.667062078,4.3633191033,8.206881598875,113.4894403801,0.0,145.75,393.5,745.25,10441.0,0.0,118.0,274.5,493.75,7231.5,0.0,1.25,10.0,22.25,342.0,0.0,399.0,1562.5,3527.75,46724.0,0.0,80.25,274.5,590.0,8031.0,0.0,60.75,159.0,320.75,4698.0,0.0,0.11500000000000002,0.885,2.9950000000000006,41.32000000000001,0.0,0.0,0.035,0.18750000000000003,5.109999999999999,0.0,0.3875,1.9850000000000003,4.71,62.830000000000005
429,active,1,0,0.0,14.0,43.5,139.25,2206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,482.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.25,498.0,0.0,0.0,0.0,5.5,381.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.5,389.0,0.0,0.0,0.0,0.0,8.7581699348,0.0,0.0,0.0,0.0,10.5170940171,0.0,0.0,0.0,2.5782051282,34.664102564100006,0.0,0.0,0.0,83.75,1697.0,0.0,0.0,0.0,82.0,1753.5,0.0,0.0,0.0,51.25,1103.0,0.0,0.0,0.0,132.25,2330.0,0.0,0.0,0.0,9.0,436.0,0.0,0.0,0.0,5.875,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,inactive,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
