,is_active,brand,piracy,A_true,A_true,A_true,A_true,A_true,A_false,A_false,A_false,A_false,A_false,internal_B_true,internal_B_true,internal_B_true,internal_B_true,internal_B_true,external_B_true,external_B_true,external_B_true,external_B_true,external_B_true,B_true,B_true,B_true,B_true,B_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,external_C_true,external_C_true,external_C_true,external_C_true,external_C_true,C_true,C_true,C_true,C_true,C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,automatization_A,automatization_A,automatization_A,automatization_A,automatization_A,automatization_B,automatization_B,automatization_B,automatization_B,automatization_B,automatization_C,automatization_C,automatization_C,automatization_C,automatization_C
,unique,unique,unique,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4
contractid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,active,1,0,3.0,135.0,500.0,1225.0,25411.0,0.0,16.0,116.0,375.0,9467.0,0.0,0.0,15.0,160.0,4144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,160.0,4144.0,0.0,24.0,99.0,284.0,6112.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,99.0,284.0,6112.0,0.0,0.0,0.0,0.0,7.848984348499999,0.0,0.0,0.0,0.0,15.505494505,0.0,0.0,0.0,0.1538461538,29.710012209700004,0.0,0.0,37.0,384.0,11609.0,0.0,0.0,25.0,337.0,10283.0,0.0,0.0,18.0,203.0,6921.0,0.0,0.0,42.0,695.0,18587.0,0.0,0.0,21.0,299.0,9650.0,0.0,0.0,8.0,262.5,8449.0,0.0,0.0,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,0.42,17.15,0.0,0.0,0.0,0.0,0.0
40,active,1,0,122.0,2670.0,7280.0,15254.0,331744.0,0.0,44.0,246.0,875.0,27582.0,0.0,1278.0,4389.0,10054.0,211642.0,0.0,0.0,0.0,6.0,658.0,0.0,1318.0,4482.0,10150.0,214510.0,0.0,888.0,2741.0,7959.0,168536.0,0.0,0.0,0.0,13.0,658.0,0.0,902.0,2770.0,8037.0,170112.0,0.0,0.0404081633,0.5322471234999999,2.5704450229,57.53053592945001,0.0,0.3200880352,2.0160782108,6.4900472705,126.3753727099,0.0,1.5562732695000003,6.5769810626,13.5168683721,263.9703750625,0.0,91.0,306.0,659.0,13716.0,0.0,60.0,209.0,545.5,10827.0,0.0,4.0,14.0,48.0,1218.0,0.0,525.0,1663.0,3679.0,78050.0,0.0,46.0,199.0,443.0,9325.0,0.0,21.0,110.0,300.0,6137.0,0.0,0.0,0.0,0.26,10.379999999999999,0.0,0.05,0.39,1.3299999999999998,27.259999999999998,0.0,0.53,1.9699999999999998,5.19,107.58
41,inactive,1,0,0.0,75.75,1850.0,7644.0,128390.0,0.0,0.0,82.0,418.5,10873.0,0.0,1.75,896.5,3154.5,54975.0,0.0,0.0,0.0,0.0,20.0,0.0,1.75,899.5,3161.75,55085.0,0.0,108.0,982.0,2847.75,52129.0,0.0,0.0,0.0,0.0,5.0,0.0,108.0,982.0,2848.75,52148.0,0.0,0.0,0.052228644850000006,1.4712559114750001,30.9429137522,0.0,0.0,0.449017565,3.431450836325001,56.75420555870001,0.0,0.0,0.9159848822000001,4.75697562445,76.1663999488,0.0,94.0,412.5,1066.75,25779.0,0.0,62.0,278.0,872.25,23778.0,0.0,8.5,31.0,160.0,7375.0,0.0,359.0,1570.0,3833.0,67705.0,0.0,17.75,163.5,575.75,10576.0,0.0,9.0,69.5,342.25,7508.5,0.0,0.0,0.0,0.0225,1.6400000000000001,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.97,3.6075000000000004,65.16999999999999
42,inactive,1,0,0.0,100.0,546.5,2181.0,23587.0,0.0,2.5,49.5,406.5,5419.0,0.0,0.75,35.0,162.0,1707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,35.0,162.0,1707.0,0.0,0.0,8.0,70.5,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,70.5,804.0,0.0,0.0,0.0,1.5633753501500003,16.7841310437,0.0,0.0,0.16666666665000002,2.9352088661750004,26.181829253400004,0.0,0.0,1.29515116395,4.7456244568,41.536144113700004,0.0,33.25,133.5,369.25,3628.0,0.0,24.75,101.5,334.25,3250.0,0.0,0.0,17.0,70.25,968.0,0.0,65.5,313.0,783.75,7774.0,0.0,13.5,58.5,207.25,2258.0,0.0,7.25,41.0,170.75,1994.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,2.82
43,inactive,1,0,8.0,62.5,138.0,327.25,3461.0,0.0,0.0,2.5,17.0,312.0,0.0,3.5,15.0,41.25,550.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,15.0,41.25,550.0,0.0,0.75,12.0,42.25,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,12.0,42.25,532.0,0.0,0.0,0.020657600875,0.34147796565,7.201021668200001,0.0,0.0,0.3660028449,2.2352336141,22.6982875582,0.0,0.0,0.6523664812500001,2.9348839638,28.2307239697,0.0,35.5,165.0,509.25,5361.0,0.0,30.0,161.0,544.875,5598.0,0.0,1.5,35.0,139.0,2111.0,0.0,43.25,292.5,833.75,8236.0,0.0,12.0,95.0,405.25,4281.0,0.0,13.0,92.0,431.875,4507.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
44,inactive,1,0,34.0,484.75,1228.0,2139.75,22135.0,0.0,572.0,1497.5,3145.75,31360.0,0.0,28.5,88.0,248.25,2705.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,88.0,248.25,2705.0,0.0,31.5,89.5,226.25,2456.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,89.5,226.25,2456.0,0.0,0.0,0.55890346215,2.0041415574,19.7711868779,0.0,0.425576036875,1.92081413205,4.426099706625001,42.9121631048,0.0,1.7957757295250003,4.81211422975,8.533164684700001,84.9733551382,0.0,29.0,132.0,283.75,2895.0,0.0,30.0,92.5,184.5,1930.0,0.0,8.25,21.5,47.5,504.0,0.0,62.75,236.0,609.75,6826.0,0.0,22.0,79.5,196.0,2026.0,0.0,17.25,50.75,111.5,1143.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,inactive,1,0,96.0,238.5,381.0,535.5,1167.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,167.0,285.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,167.0,285.0,570.0,0.0,52.0,104.0,185.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,104.0,185.0,370.0,0.0,0.14150943395,0.2830188679,0.64199322685,1.2839864537,0.0,0.25943396225000004,0.5188679245000001,0.9675858732000001,1.9351717464000002,0.0,0.3820754717,0.7641509434,1.2641509434,2.5283018868,0.0,5.0,10.0,21.0,42.0,0.0,3.5,7.0,14.5,29.0,0.0,1.0,2.0,5.0,10.0,0.0,12.0,24.0,54.0,108.0,0.0,2.5,5.0,13.5,27.0,0.0,1.0,2.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,active,1,0,14.0,437.0,1307.0,2889.0,63103.0,0.0,0.0,15.0,100.0,2336.0,0.0,0.0,167.0,1113.0,23744.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168.0,1114.0,23765.0,0.0,66.0,384.0,1268.0,27429.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,384.0,1268.0,27430.0,0.0,0.0,0.0,0.9712029167000001,27.40739476590001,0.0,0.0,0.0,1.6898039458,42.589615638000005,0.0,0.0,0.0625,4.1187102922,78.68169413230001,0.0,0.0,78.0,482.0,13985.0,0.0,0.0,53.0,340.0,12507.0,0.0,0.0,16.0,69.0,5921.0,0.0,0.0,266.0,1550.0,32639.0,0.0,0.0,51.0,348.0,11100.0,0.0,0.0,27.0,257.5,9973.5,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
47,active,1,0,35.0,1221.0,3796.0,7386.0,164144.0,0.0,63.0,488.0,1593.0,32294.0,0.0,199.0,1537.0,4629.0,94659.0,0.0,0.0,0.0,0.0,4208.0,0.0,199.0,1595.0,4736.0,101980.0,0.0,488.0,2192.0,4604.0,99463.0,0.0,0.0,3.0,208.0,11036.0,0.0,528.0,2326.0,5349.0,118227.0,0.0,0.22670398710000003,1.0325504134,3.0818150186000004,65.5507321108,0.0,0.6373127039,2.3630874937,5.723041726300001,119.2614977707,0.0,1.1277941953000001,4.6252717317,10.261182216599998,202.1036582442,0.0,127.0,442.0,1124.0,25648.0,0.0,69.5,249.5,671.0,17434.5,0.0,4.0,20.0,49.0,1043.0,0.0,513.0,2567.0,5560.0,110171.0,0.0,87.0,340.0,939.0,21796.0,0.0,42.0,168.0,446.5,13591.5,0.0,0.0,0.0,0.11000000000000001,5.61,0.0,0.12,1.13,4.18,84.35000000000001,0.0,0.0,0.0,0.05,5.68
48,active,1,0,0.0,0.0,0.0,2.0,183.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2471.0,0.0,0.0,0.0,0.0,2536.0,0.0,0.0,0.0,0.0,1739.0,0.0,0.0,0.0,0.0,2602.0,0.0,0.0,0.0,0.0,1630.0,0.0,0.0,0.0,0.0,2188.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,inactive,1,0,0.0,0.0,3.0,146.0,8882.0,0.0,0.0,0.0,0.0,13261.0,0.0,0.0,0.0,0.0,4202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4202.0,0.0,0.0,0.0,27.0,3833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3833.0,0.0,0.0,0.0,0.0,3.284044948,0.0,0.0,0.0,0.0,5.199012719600001,0.0,0.0,0.0,0.0,8.6373655669,0.0,0.0,0.0,52.0,5214.0,0.0,0.0,0.0,35.0,4929.0,0.0,0.0,0.0,4.0,4212.0,0.0,0.0,0.0,191.0,8270.0,0.0,0.0,0.0,37.0,4780.0,0.0,0.0,0.0,23.5,4584.0,0.0,0.0,0.0,0.32000000000000006,30.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,inactive,1,0,97.0,445.0,947.0,1533.0,9466.0,0.0,12.0,43.0,104.0,657.0,0.0,239.0,536.0,973.0,5837.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,536.0,973.0,5837.0,0.0,162.0,431.0,807.0,4695.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,431.0,807.0,4695.0,0.0,0.1529266973,0.5242343953999999,1.2171647595,7.479276836699999,0.0,0.7445364847,1.8740046974,3.4120989680000005,19.6660234747,0.0,1.3248510734,2.9222548255,4.7081938665,27.7173709308,0.0,32.0,72.0,137.0,805.0,0.0,19.0,46.0,102.0,597.0,0.0,0.0,2.0,6.0,32.0,0.0,85.0,240.0,489.0,2762.0,0.0,19.0,47.0,93.0,546.0,0.0,7.0,25.0,49.0,292.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,inactive,1,0,180.0,1885.0,4160.0,7193.0,44187.0,0.0,95.0,268.0,453.0,2595.0,0.0,308.0,1121.0,2381.0,13882.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,1121.0,2381.0,13882.0,0.0,314.0,1041.0,2128.0,12327.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,1041.0,2128.0,12327.0,0.0,0.5095035460999999,1.1262722959,2.0641010356,12.8209134746,0.0,0.7572602740000001,1.9124202103,3.3700068063,19.7421471669,0.0,1.1121150296,2.5744279548,4.4576574161,25.7734074752,0.0,19.0,57.0,120.0,734.0,0.0,16.0,43.0,99.0,623.0,0.0,4.0,8.0,13.0,83.0,0.0,82.0,259.0,499.0,2811.0,0.0,15.0,38.0,74.0,457.0,0.0,8.0,24.0,51.0,338.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,1.0300000000000002
52,active,1,0,0.0,1300.0,5737.0,17381.0,381572.0,0.0,126.0,1112.0,3672.0,134709.0,0.0,352.0,1301.0,3444.0,74921.0,0.0,0.0,0.0,0.0,60.0,0.0,365.0,1314.0,3482.0,75642.0,0.0,298.0,1245.0,3016.0,66521.0,0.0,0.0,0.0,0.0,37.0,0.0,298.0,1247.0,3020.0,66669.0,0.0,0.0,0.09394678065,0.93784270425,22.557243016,0.0,0.0,0.6130816122,2.572935965,53.643887296600006,0.0,0.0694117647,1.5954028585,5.5135215897,104.8430986381,0.0,203.0,777.0,1629.0,34186.0,0.0,142.0,509.5,1136.5,24671.5,0.0,16.0,73.0,205.0,5195.0,0.0,539.0,2657.0,6044.0,123591.0,0.0,135.0,537.0,1175.0,25416.0,0.0,59.0,251.5,669.0,15630.0,0.0,0.04,1.0,5.09,99.53,0.0,0.07,1.72,4.57,89.49,0.0,0.0,0.0,0.0,0.02
53,active,1,0,0.0,106.0,319.0,926.0,20388.0,0.0,6.0,73.0,320.0,8447.0,0.0,90.0,284.0,740.0,16481.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,285.0,741.0,16501.0,0.0,41.0,182.0,546.0,12801.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,182.0,547.0,12811.0,0.0,0.0,0.09937343330000001,1.0966415233,29.620560738900004,0.0,0.0,0.5660659185,3.1499887809000002,61.2644283517,0.0,0.48309178740000003,3.6941882085000004,8.484599507299999,167.33188962979997,0.0,191.0,531.0,1190.0,25588.0,0.0,122.5,392.5,818.5,18520.5,0.0,35.0,99.0,193.0,5337.0,0.0,545.0,2127.0,4671.0,98354.0,0.0,145.0,438.0,1042.0,22381.0,0.0,83.0,286.0,644.0,14859.0,0.0,0.0,0.0,0.04,6.6,0.0,0.0,0.0,0.5900000000000001,24.209999999999994,0.0,0.0,0.0,0.0,0.0
54,inactive,1,0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333330000003,0.0,0.0,0.0,0.0,0.33333333330000003,0.0,0.0,0.0,0.0,1.0,0.0,19.0,150.0,394.0,2181.0,0.0,26.0,147.0,391.5,2182.0,0.0,5.0,126.0,359.0,1995.0,0.0,27.0,175.0,431.0,2364.0,0.0,16.0,145.0,387.0,2140.0,0.0,22.0,139.0,381.5,2123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,active,1,0,0.0,7402.0,21206.0,45758.0,1040249.0,0.0,428.0,2248.0,8149.0,199394.0,0.0,2421.0,7287.0,18382.0,438152.0,0.0,0.0,0.0,54.0,2374.0,0.0,2435.0,7336.0,18550.0,442018.0,0.0,2331.0,6359.0,12002.0,272626.0,0.0,0.0,0.0,31.0,1124.0,0.0,2341.0,6397.0,12134.0,275310.0,0.0,0.0304935676,0.3590175486,1.403003673,29.802210176099994,0.0,0.2547643876,1.6598033574,4.2557304134,84.3066188272,0.0,1.0355903698,4.6454152757000005,9.632647769200002,191.42189608380002,0.0,207.0,569.0,1129.0,24010.0,0.0,169.0,445.5,836.0,18494.5,0.0,10.0,41.0,102.0,2210.0,0.0,817.0,3005.0,6599.0,131581.0,0.0,123.0,415.0,887.0,18447.0,0.0,87.0,263.0,546.5,12123.0,0.0,0.45999999999999996,1.7999999999999998,5.279999999999999,102.27,0.0,0.11000000000000001,0.76,3.27,70.97,0.0,0.0,0.0,0.0,0.0
56,inactive,1,0,78.0,681.5,1591.5,2821.0,22818.0,0.0,5.0,37.0,1834.75,22598.0,65.0,373.0,890.0,1871.5,14818.0,0.0,0.0,0.0,0.0,0.0,65.0,373.0,890.0,1871.5,14818.0,20.0,313.75,830.5,1462.75,11519.0,0.0,0.0,0.0,0.0,0.0,20.0,313.75,830.5,1462.75,11519.0,0.0,0.3219246796,1.7883151065999998,3.7210953871749997,26.9021952,0.0,0.9940377736999999,3.0944159597,5.437381533450001,40.7498449587,0.1666666667,1.89967849305,4.399970457849999,7.027723670625,54.721553673500004,9.0,41.75,83.0,162.0,1522.0,8.0,32.75,62.5,128.0,1245.0,0.0,5.25,15.0,34.0,286.0,28.0,185.5,466.0,849.5,6695.0,4.0,22.75,49.0,90.5,869.0,2.0,13.0,27.0,52.0,539.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.40750000000000003,4.4
57,active,1,0,32.0,755.5,2365.5,5233.0,104333.0,0.0,2.75,31.5,135.75,4152.0,0.0,2.5,334.0,1439.25,30012.0,0.0,0.0,0.0,5.75,282.0,0.0,21.0,373.0,1495.0,31173.0,0.0,68.75,450.5,1284.0,25579.0,0.0,0.0,0.0,9.75,257.0,0.0,72.5,469.5,1310.75,26123.0,0.0,0.0,0.0,0.703121695175,21.653190541600004,0.0,0.0,0.11974789920000001,1.90238432125,40.2838675375,0.0,0.022058823525,1.3473287037000001,5.005500228100001,92.67169880700001,0.0,438.75,1201.0,2264.25,47760.0,0.0,163.5,596.5,1310.5,28356.5,0.0,15.75,90.0,292.5,6143.0,0.0,1067.25,3775.0,8170.75,158068.0,0.0,263.0,939.5,1865.25,38909.0,0.0,55.25,342.75,866.375,20037.0,0.0,0.0975,1.44,5.1675,100.22000000000001,0.0,0.0,0.265,2.3475,49.650000000000006,0.0,0.0,0.0,0.0,0.35000000000000003
58,inactive,1,0,151.0,2266.0,5407.0,9033.0,146138.0,0.0,1300.0,3691.0,6724.0,110861.0,0.0,57.0,765.0,2133.0,31339.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,765.0,2133.0,31339.0,12.0,241.0,781.0,2076.0,31585.0,0.0,0.0,0.0,0.0,0.0,12.0,241.0,781.0,2076.0,31585.0,0.0,0.0,0.2982241928,2.0176423429000003,31.489736039300002,0.0,0.0758405773,1.2795337995,4.1701996237,62.227880223599996,0.0,0.6056987788,3.2516635759,7.585054508800001,111.01589380950001,2.0,190.0,491.0,1079.0,20146.0,2.0,110.0,337.0,855.5,15003.0,0.0,15.0,65.0,198.0,3782.0,6.0,646.0,1968.0,4292.0,67929.0,0.0,96.0,294.0,633.0,13599.0,0.0,33.0,138.0,361.0,7667.0,0.0,0.0,0.0,0.07,3.3000000000000003,0.0,0.0,0.41000000000000003,2.2800000000000002,32.13,0.0,0.0,0.0,4.27,59.97
59,active,1,0,38.0,1046.5,2593.5,4720.5,97855.0,0.0,237.75,891.5,2431.0,61866.0,0.0,29.5,347.5,1031.5,20164.0,0.0,0.0,0.0,0.0,5.0,0.0,29.5,350.5,1035.5,20229.0,0.0,169.75,523.5,1121.25,22821.0,0.0,0.0,0.0,0.0,4.0,0.0,171.25,525.5,1123.5,22877.0,0.0,0.0,0.0,0.201013958625,9.832272188500001,0.0,0.0,0.15358317835000002,1.7828799453250004,35.0690473637,0.0,0.0,0.40840754134999996,3.044855352825,61.50458137490001,0.0,251.0,994.0,2510.5,49884.0,0.0,187.5,804.5,2041.75,42543.0,0.0,9.0,100.5,420.0,13035.0,0.0,588.75,2439.5,5258.0,103594.0,0.0,139.75,674.5,1919.75,38102.0,0.0,107.25,536.5,1578.25,32429.0,0.0,0.0,0.02,0.7775,22.72,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
60,active,1,0,4.0,109.25,346.5,873.0,17236.0,2.0,58.75,238.5,653.5,14922.0,0.0,0.0,21.0,127.25,3508.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,42.0,188.75,4434.0,0.0,13.0,59.0,150.0,3342.0,0.0,0.0,0.0,0.0,109.0,0.0,13.0,68.0,191.25,4024.0,0.0,0.0,0.0,0.6867993117750001,24.549873147299998,0.0,0.0,0.0,1.985607976175,51.659577359800004,0.0,0.0,0.00970873785,4.608056518750001,85.1400032882,0.0,48.5,508.0,1583.0,31729.0,0.0,35.25,428.0,1401.75,28316.5,0.0,18.25,141.5,648.25,13636.0,0.0,98.25,890.0,2474.75,51818.0,0.0,25.75,208.0,792.25,17533.0,0.0,21.0,132.5,582.75,13624.5,0.0,0.0,0.015,0.8800000000000001,27.109999999999996,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
61,active,1,0,63.0,1406.5,4543.5,10570.0,245524.0,135.0,2950.5,9102.0,26109.5,536642.0,0.0,152.25,610.0,1746.0,36346.0,0.0,0.0,0.0,0.0,13.0,0.0,152.25,617.0,1753.0,36511.0,0.0,324.75,831.5,1756.0,38169.0,0.0,0.0,0.0,0.0,16.0,0.0,324.75,836.5,1763.0,38286.0,0.0,0.0,0.05831363275,1.4567442587499997,35.738231979700004,0.0,0.0,0.21871388355,2.4623119076,53.3166692057,0.0,0.0,1.6650157802,6.2131718413499994,112.5633857023,0.0,112.0,506.5,1364.5,28219.0,0.0,81.25,357.25,1104.875,24077.0,0.0,0.0,13.5,118.75,4062.0,0.0,405.75,1872.0,4128.5,81540.0,0.0,41.0,288.0,920.0,20320.0,0.0,23.75,178.5,620.0,16171.0,0.0,0.065,0.31999999999999995,1.505,40.739999999999995,0.0,0.0375,0.185,1.0575,26.780000000000005,0.0,0.0,0.0,0.22500000000000003,17.8
63,inactive,0,1,1.0,935.75,2619.0,6342.25,113751.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,277.5,780.25,14128.0,0.0,0.0,0.0,0.0,21.0,0.0,53.5,277.5,801.25,14296.0,1.0,80.75,265.0,750.25,13780.0,0.0,0.0,0.0,0.0,29.0,1.0,83.0,280.0,767.25,14081.0,0.0,0.0,0.061972802625000004,3.57213500345,58.898007434049994,0.0,0.0,0.9710195172500001,5.779515795925,90.33396303299999,0.0,0.0,4.15386500575,10.886007862900001,167.0957017961,0.0,56.5,192.0,433.0,8245.0,0.0,19.875,115.25,301.75,5732.5,0.0,1.75,15.5,63.0,1704.0,0.0,133.0,452.5,1092.25,19777.0,0.0,15.0,61.0,214.0,4847.0,0.0,10.25,39.5,172.75,4234.0,0.0,0.735,7.48,14.23,230.57999999999998,0.0,0.13749999999999998,4.324999999999999,10.719999999999999,167.03999999999996,0.0,0.0,0.585,6.6,97.46
64,inactive,0,1,36.0,1312.75,3700.0,7045.75,130463.0,0.0,0.0,0.0,0.0,3.0,3.0,96.0,329.0,871.5,15088.0,0.0,0.0,0.0,0.0,7.0,3.0,96.0,329.0,878.5,15151.0,1.0,102.5,386.5,882.25,15407.0,0.0,0.0,0.0,0.0,9.0,1.0,102.5,386.5,882.25,15423.0,0.0,0.432464806675,2.9899730308,8.023387240449999,130.4887078525,0.0,1.10091800165,4.58451759105,10.866237492700002,175.44698888630003,0.0,2.9668868109,9.1703676721,15.9203676721,273.22674069439995,0.0,57.25,162.0,330.25,6330.0,0.0,36.0,110.0,233.75,4736.5,0.0,4.75,17.5,46.75,913.0,0.0,126.5,403.5,947.5,17651.0,0.0,6.75,56.0,138.5,2778.0,0.0,5.5,32.5,95.75,2052.0,0.0,0.23249999999999998,6.72,13.469999999999999,214.75,0.0,0.0,0.225,6.41,93.57999999999998,0.0,0.0,1.6699999999999997,8.01,118.74000000000001
65,inactive,0,1,0.0,1351.5,4714.0,11293.75,211517.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,236.5,582.0,10278.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,236.5,582.0,10278.0,1.0,101.0,376.0,775.5,13366.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,376.0,775.5,13366.0,0.0,0.0,0.62593595755,4.9504009970750005,77.96461133775001,0.0,0.0,2.7614972566500002,8.973289773600001,136.1053954845,0.0,0.0,3.9917113208500004,10.5015688346,161.74499329329998,0.0,15.75,148.0,509.75,9215.0,0.0,9.5,83.5,294.5,5946.0,0.0,0.0,7.0,36.25,1351.0,0.0,18.75,604.5,2111.25,35642.0,0.0,0.0,22.5,96.5,2408.0,0.0,0.0,10.5,56.5,1880.0,0.0,0.9875,7.719999999999999,14.469999999999999,235.89,0.0,0.0,0.845,6.1899999999999995,93.28999999999999,0.0,0.36,4.715,11.34,177.66
